Image,ID,Total score,Rank,Link,Grand Leuks,Background,Foundation,Body,Clothing,Halos,Eyes,Masks,UNREVEALED,Balds,Vetements,Elements,Bald Masks,Bandanas,Bandana Masks,Kabutos,Kabuto Masks,Almightys,Monolith,Scarlets,Mythic,Alien,Luminous,Natural
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1453.png?__id=1453,1453,6754.73,51,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1453,,Kira: 1.363% (135/9908),None: 11.516% (1141/9908),,,,None: 23.143% (2293/9908),,,Natural Dark: 0.918% (91/9908),Yellow Tarantula: 0.081% (8/9908),Stealth Longsword: 0.273% (27/9908),Bronze Cross Chain: 0.020% (2/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/887.png?__id=887,887,6711.83,52,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/887,,Red: 4.400% (436/9908),Aura of Taste: 1.080% (107/9908),,,,Gator: 0.828% (82/9908),,,,Diamond Kira Monk: 0.020% (2/9908),Gold Longsword: 0.161% (16/9908),,Bandana Silver: 0.313% (31/9908),Ice Oracle: 0.172% (17/9908),,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/3074.png?__id=3074,3074,6664.93,53,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/3074,,Orange: 3.916% (388/9908),Wings of Emerald: 0.545% (54/9908),,,,None: 23.143% (2293/9908),,,Essential: 0.293% (29/9908),Orange Kira Monk with Green Chain: 0.101% (10/9908),Purple Liquids: 0.606% (60/9908),Blue Masquerade: 0.020% (2/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/767.png?__id=767,767,6645.89,54,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/767,,Purple: 3.845% (381/9908),Stems of Life: 0.858% (85/9908),,,,None: 23.143% (2293/9908),,,Natural: 0.999% (99/9908),Red Kira Monk with Gold Chain: 0.030% (3/9908),Gold Longsword: 0.161% (16/9908),Gold Minotaur: 0.040% (4/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1004.png?__id=1004,1004,6633.08,55,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1004,,Red: 4.400% (436/9908),None: 11.516% (1141/9908),,,,None: 23.143% (2293/9908),,,Natural Light: 0.495% (49/9908),Orange Kira Monk with Green Chain: 0.101% (10/9908),Mega Shards: 0.222% (22/9908),Grey Masquerade: 0.020% (2/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/128.png?__id=128,128,6610.77,56,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/128,,Orange: 3.916% (388/9908),Blade of Onir: 1.867% (185/9908),,,,Black: 1.040% (103/9908),,,Natural: 0.999% (99/9908),Orange Kira Monk with Pink Chain: 0.131% (13/9908),Diamond Mini Shards: 0.161% (16/9908),Royal Masquerade: 0.020% (2/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2408.png?__id=2408,2408,6596.1,57,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2408,,Grey: 3.926% (389/9908),Blade of Krelene: 1.282% (127/9908),,,,None: 23.143% (2293/9908),,,Essential: 0.293% (29/9908),Orange Kira Monk with Bronze Chain: 0.121% (12/9908),Stealth Longsword: 0.273% (27/9908),Purple Masquerade: 0.020% (2/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1668.png?__id=1668,1668,6465.77,58,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1668,,Green: 4.088% (405/9908),Stems of All: 0.333% (33/9908),,,,Black: 1.040% (103/9908),,,Natural: 0.999% (99/9908),Yellow Kira Monk with Bronze Chain: 0.050% (5/9908),Purple Fragments: 0.151% (15/9908),Gold Barbed Wire: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/825.png?__id=825,825,6457.54,59,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/825,,Purple: 3.845% (381/9908),Wings of Blood: 0.565% (56/9908),,,,None: 23.143% (2293/9908),,,,Diamond Monk with Bronze Chain: 0.111% (11/9908),Blood Liquids: 0.606% (60/9908),,Bandana White: 0.434% (43/9908),Gold Barbed Wire: 0.020% (2/9908),,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/64.png?__id=64,64,6454.57,60,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/64,,Orange: 3.916% (388/9908),None: 11.516% (1141/9908),,,,Light: 0.747% (74/9908),,,Essential: 0.293% (29/9908),Orange Grandmaster: 0.040% (4/9908),Blood Liquids: 0.606% (60/9908),Orange Goblin: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2379.png?__id=2379,2379,6440.03,61,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2379,,Orange: 3.916% (388/9908),Aura of Nature: 1.110% (110/9908),,,,None: 23.143% (2293/9908),,,Natural: 0.999% (99/9908),Diamond Monk with Silver Chain: 0.091% (9/9908),Purple Liquids: 0.606% (60/9908),Stealth Chronograph: 0.020% (2/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1036.png?__id=1036,1036,6416.53,62,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1036,,Pink: 4.249% (421/9908),None: 11.516% (1141/9908),,,,Red: 0.727% (72/9908),,,Natural: 0.999% (99/9908),Jade Grandmaster: 0.040% (4/9908),Stealth Longsword: 0.273% (27/9908),Pink Goblin: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2754.png?__id=2754,2754,6391.04,63,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2754,,Pink: 4.249% (421/9908),None: 11.516% (1141/9908),,,,None: 23.143% (2293/9908),,,Natural: 0.999% (99/9908),Yellow Monk with Multi Chain: 0.101% (10/9908),Royal Liquids: 0.323% (32/9908),Yellow Goblin: 0.020% (2/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/3064.png?__id=3064,3064,6382.94,64,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/3064,,Grey: 3.926% (389/9908),Wings of Water: 0.595% (59/9908),,,,None: 23.143% (2293/9908),,,,Yellow Monk: 0.020% (2/9908),Gold Liquids: 0.222% (22/9908),,Bandana White: 0.434% (43/9908),Lavender Oracle: 0.182% (18/9908),,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/362.png?__id=362,362,6358.57,65,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/362,,Grey: 3.926% (389/9908),None: 11.516% (1141/9908),,,,None: 23.143% (2293/9908),,,Natural: 0.999% (99/9908),Yellow Monk with Bronze Chain: 0.091% (9/9908),Purple Liquids: 0.606% (60/9908),Blue Masquerade: 0.020% (2/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/834.png?__id=834,834,6281.86,66,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/834,,Pink: 4.249% (421/9908),None: 11.516% (1141/9908),,Jade Fluid: 0.172% (17/9908),Purple Fragments: 1.120% (111/9908),None: 23.143% (2293/9908),,,,,,,,,Kabuto Yellow: 0.161% (16/9908),Lavender Taker: 0.020% (2/9908),,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2832.png?__id=2832,2832,6244.9,67,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2832,,Green: 4.088% (405/9908),None: 11.516% (1141/9908),,,,Gator: 0.828% (82/9908),,,,Diamond Kira Monk: 0.020% (2/9908),Stealth Longsword: 0.273% (27/9908),,Bandana Silver: 0.313% (31/9908),None: 0.222% (22/9908),,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2051.png?__id=2051,2051,6198.6,68,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2051,,Red: 4.400% (436/9908),None: 11.516% (1141/9908),,,,Grey: 0.818% (81/9908),,,Natural: 0.999% (99/9908),Red Kira Monk with Pink Chain: 0.030% (3/9908),Purple Liquids: 0.606% (60/9908),Pink Masquerade: 0.040% (4/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/393.png?__id=393,393,6175.25,69,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/393,,Teal: 4.057% (402/9908),Aura of Taste: 1.080% (107/9908),,,,None: 23.143% (2293/9908),,,Natural Dark: 0.918% (91/9908),White Monk with Bronze Chain: 0.050% (5/9908),Purple Fragments: 0.151% (15/9908),Jade Masquerade: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1746.png?__id=1746,1746,6166.84,70,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1746,,Grey: 3.926% (389/9908),Wings of Fire: 0.424% (42/9908),,,,None: 23.143% (2293/9908),,,Essential: 0.293% (29/9908),Yellow Excellence: 0.091% (9/9908),Geo Pins: 0.050% (5/9908),Gold Minotaur: 0.040% (4/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2834.png?__id=2834,2834,6158.43,71,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2834,,Green: 4.088% (405/9908),None: 11.516% (1141/9908),,,,Brown: 0.868% (86/9908),,,,Royal Grandmaster: 0.020% (2/9908),Blood Liquids: 0.606% (60/9908),,Bandana White: 0.434% (43/9908),Jade Maker: 0.151% (15/9908),,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2177.png?__id=2177,2177,6144.24,72,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2177,,Red: 4.400% (436/9908),None: 11.516% (1141/9908),,,,None: 23.143% (2293/9908),,,,Diamond Monk with Multi Chain: 0.020% (2/9908),Jade Liquids: 0.787% (78/9908),,Bandana Dark Camo: 0.273% (27/9908),Stealth Barbed Wire: 0.151% (15/9908),,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1755.png?__id=1755,1755,6079.52,73,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1755,,Orange: 3.916% (388/9908),None: 11.516% (1141/9908),,,,None: 23.143% (2293/9908),,,Natural Dark: 0.918% (91/9908),Amethyst Tarantula: 0.121% (12/9908),Yellow Liquids: 0.656% (65/9908),Geo Chronograph: 0.020% (2/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1520.png?__id=1520,1520,5926.13,74,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1520,,Green: 4.088% (405/9908),None: 11.516% (1141/9908),,Stealth Binary with Silver Chain: 0.283% (28/9908),Stealth Longsword: 1.171% (116/9908),None: 23.143% (2293/9908),,,,,,,,,Kabuto Grey: 0.202% (20/9908),Lavender Taker: 0.020% (2/9908),,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/463.png?__id=463,463,5871.02,75,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/463,,Red: 4.400% (436/9908),Blade of Vilasandra: 0.939% (93/9908),,,,Rock: 0.545% (54/9908),,,Natural Dark: 0.918% (91/9908),Orange Monk with Purple Chain: 0.030% (3/9908),Blood Liquids: 0.606% (60/9908),Glacier Minotaur: 0.050% (5/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1666.png?__id=1666,1666,5813.24,76,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1666,,Grey: 3.926% (389/9908),Wings of Jade: 0.828% (82/9908),,,,None: 23.143% (2293/9908),,,Essential: 0.293% (29/9908),Teal Kira Monk: 0.040% (4/9908),Stealth Longsword: 0.273% (27/9908),Light Cross Chain: 0.040% (4/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/215.png?__id=215,215,5788.47,77,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/215,,Orange: 3.916% (388/9908),Blade of Krelene: 1.282% (127/9908),,,,None: 23.143% (2293/9908),,,,Yellow Kira Monk: 0.030% (3/9908),None: 0.101% (10/9908),,Bandana Black: 0.252% (25/9908),Glacier Barbed Wire: 0.101% (10/9908),,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2789.png?__id=2789,2789,5770.05,78,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2789,,Purple: 3.845% (381/9908),Aura of Nature: 1.110% (110/9908),,,,Light: 0.747% (74/9908),,,Natural: 0.999% (99/9908),White Kira Monk: 0.050% (5/9908),Blue Liquids: 0.737% (73/9908),Essence Chronograph: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/438.png?__id=438,438,5765.32,79,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/438,,Smoke: 4.007% (397/9908),Aura of Ocean: 1.029% (102/9908),,,,None: 23.143% (2293/9908),,,Natural Light: 0.495% (49/9908),Red Monk: 0.050% (5/9908),Yellow Liquids: 0.656% (65/9908),Amethyst Chronograph: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1761.png?__id=1761,1761,5747.3,80,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1761,,Red: 4.400% (436/9908),Wings of Emerald: 0.545% (54/9908),,,,None: 23.143% (2293/9908),,,Natural: 0.999% (99/9908),Diamond Monk with Purple Chain: 0.050% (5/9908),Yellow Liquids: 0.656% (65/9908),Blood Chronograph: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/198.png?__id=198,198,5690.61,81,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/198,,Purple: 3.845% (381/9908),None: 11.516% (1141/9908),,,,None: 23.143% (2293/9908),,,Natural Light: 0.495% (49/9908),Royal Kira Monk: 0.050% (5/9908),Blood Liquids: 0.606% (60/9908),Gold Cross Chain: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1003.png?__id=1003,1003,5672.73,82,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1003,,Orange: 3.916% (388/9908),Blade of Krelene: 1.282% (127/9908),,,,Green: 0.656% (65/9908),,,Natural Dark: 0.918% (91/9908),White Monk with Silver Chain: 0.040% (4/9908),Orange Fragments: 0.283% (28/9908),Pink Masquerade: 0.040% (4/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1543.png?__id=1543,1543,5655.63,83,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1543,,Pink: 4.249% (421/9908),Wings of History: 0.929% (92/9908),,,,None: 23.143% (2293/9908),,,Natural: 0.999% (99/9908),Diamond Zone: 0.050% (5/9908),Blue Liquids: 0.737% (73/9908),Gold Cross Chain: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2015.png?__id=2015,2015,5645.57,84,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2015,,Purple: 3.845% (381/9908),None: 11.516% (1141/9908),,,,None: 23.143% (2293/9908),,,Natural Light: 0.495% (49/9908),Gold Excellence: 0.061% (6/9908),Mega Shards: 0.222% (22/9908),Glacier  Chronograph: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2339.png?__id=2339,2339,5635.31,85,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2339,,Teal: 4.057% (402/9908),Aura of Taste: 1.080% (107/9908),,,,Grey: 0.818% (81/9908),,,Natural: 0.999% (99/9908),Orange Monk: 0.061% (6/9908),Silver Liquids: 0.293% (29/9908),Orange Goblin: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1027.png?__id=1027,1027,5619.44,86,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1027,,Grey: 3.926% (389/9908),Wings of Herbs: 0.626% (62/9908),,,,None: 23.143% (2293/9908),,,Natural Dark: 0.918% (91/9908),Yellow Monk with Silver Chain: 0.040% (4/9908),Stealth Longsword: 0.273% (27/9908),Pink Masquerade: 0.040% (4/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1157.png?__id=1157,1157,5613.9,87,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1157,,Red: 4.400% (436/9908),Blade of Dharus: 0.313% (31/9908),,Grey Vibrant with Multi Chain: 0.212% (21/9908),Geo Pins: 0.283% (28/9908),Green: 0.656% (65/9908),,,,,,,,,Kabuto Dark Blue: 0.101% (10/9908),Jade Knower: 0.030% (3/9908),,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/460.png?__id=460,460,5567.35,88,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/460,,Grey: 3.926% (389/9908),None: 11.516% (1141/9908),,,,None: 23.143% (2293/9908),,,Natural Dark: 0.918% (91/9908),White Monk: 0.050% (5/9908),Blue Liquids: 0.737% (73/9908),Clear Goblin: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1870.png?__id=1870,1870,5548.99,89,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1870,,Green: 4.088% (405/9908),Wings of Gold: 0.222% (22/9908),,,,Grey: 0.818% (81/9908),,,,Bronze Grandmaster: 0.030% (3/9908),Diamond Mini Shards: 0.161% (16/9908),,Bandana Diamond: 0.373% (37/9908),Lavender Chain Face: 0.131% (13/9908),,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/3258.png?__id=3258,3258,5498.13,90,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/3258,,Purple: 3.845% (381/9908),None: 11.516% (1141/9908),,Diamond Zone: 0.061% (6/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),,,,,,,,,Kabuto Baby Blue: 0.202% (20/9908),Glacier Ai Visor: 0.030% (3/9908),,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1311.png?__id=1311,1311,5447.29,91,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1311,,Green: 4.088% (405/9908),Blade of Onir: 1.867% (185/9908),,,,None: 23.143% (2293/9908),,,,Red Kira Monk with Pink Chain: 0.030% (3/9908),Blue Liquids: 0.737% (73/9908),,Bandana Essential White: 0.363% (36/9908),Pink Chain Face: 0.061% (6/9908),,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1583.png?__id=1583,1583,5395.4,92,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1583,,Teal: 4.057% (402/9908),Aura of Peace: 1.342% (133/9908),,,,None: 23.143% (2293/9908),,,Natural Light: 0.495% (49/9908),Gold Excellence: 0.061% (6/9908),Blue Liquids: 0.737% (73/9908),Glacier  Chronograph: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/3363.png?__id=3363,3363,5376.69,93,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/3363,,Pink: 4.249% (421/9908),Wings of Jade: 0.828% (82/9908),,,,None: 23.143% (2293/9908),,,Natural Dark: 0.918% (91/9908),Yellow Kira Monk: 0.030% (3/9908),Blood Liquids: 0.606% (60/9908),Royal Chronograph: 0.061% (6/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1355.png?__id=1355,1355,5373.68,94,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1355,,Smoke: 4.007% (397/9908),None: 11.516% (1141/9908),,,,Gator: 0.828% (82/9908),,,Natural: 0.999% (99/9908),Red Kira Monk with Green Chain: 0.061% (6/9908),Blood Liquids: 0.606% (60/9908),Pink Goblin: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/3131.png?__id=3131,3131,5360.17,95,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/3131,,Pink: 4.249% (421/9908),Aura of Peace: 1.342% (133/9908),,,,None: 23.143% (2293/9908),,,Natural Light: 0.495% (49/9908),Orange Kira Monk with Multi Chain: 0.131% (13/9908),None: 0.101% (10/9908),Sapphire Goblin: 0.030% (3/9908),,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/3065.png?__id=3065,3065,5338.47,96,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/3065,,Smoke: 4.007% (397/9908),Aura of Ocean: 1.029% (102/9908),,Purple Binary with Bronze Chain: 0.182% (18/9908),Gold Fragments: 0.706% (70/9908),Gator: 0.828% (82/9908),,,,,,,,,Kabuto Red: 0.091% (9/9908),Stealth Knower: 0.030% (3/9908),,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2712.png?__id=2712,2712,5323.58,97,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2712,,Orange: 3.916% (388/9908),Wings of Rainbow: 0.454% (45/9908),,Purple Binary with Silver Chain: 0.232% (23/9908),None: 10.285% (1019/9908),Black: 1.040% (103/9908),,,,,,,,,Kabuto Gold: 0.030% (3/9908),Earth Oracle: 0.081% (8/9908),,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1448.png?__id=1448,1448,5298.45,98,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1448,,Purple: 3.845% (381/9908),Wings of History: 0.929% (92/9908),,Grey Knight: 0.242% (24/9908),Mega Shards: 0.484% (48/9908),None: 23.143% (2293/9908),,,,,,,,,Kabuto Silver: 0.081% (8/9908),Stealth Knower: 0.030% (3/9908),,,,,,,
